Car Added,WooCommerce Autos DB ID,Base Car ID,Exp. Car ID,Year Min,Year Max,Parent Manufacturer,Make|Include,Model|Include,VehicleTypeName,Region|Include,Sub Model|Include,Wheelbase|Include,Transmission Type|Include,Transmission Num Speeds|Include,Transmission Control Type|Include,Transmission Mfr Code|Include,Transmission Elec Controlled|Include,Transmission Mfr|Include,Steering Type|Include,Steering System ID|Include,Front Spring Type|Include,Rear Spring Type|Include,Mfr Body Code|Include,Drive Type|Include,Liter|Include,CC|Include,CID|Include,Cylinders|Include,BInlineock Type|IncInlineude,Engine Bore In|Include,Engine Bore Metric|Include,Engine Stroke In|Include,Engine Stroke Metric|Include,Engine Designation|Include,Engine VIN|Include,Valves|Include,Fuel Delivery Type|Include,Fuel Delivery SubType|Include,Fuel System Control Type|Include,Fuel System Design|Include,Aspiration|Include,Cylinder Head Type|Include,Fuel Type|Include,Ignition System|Include,Engine Mfr|Include,Engine Version|Include,Power Output|Include,Body Num Doors|Include,Types|Include,Bed Lengths|Include,Bed Types|Include,Front|Include,Rear|Include,ABS|Include,Brake System|Include,Asset Name,Asset Item Ref,Reference,Engine Tag,Engine Human Readable
,3950,1960_Chrysler_300,1960_Chrysler_300,1960,1960,,Chrysler,300,Car,USA,Base,,,,,,,,,,,,,,6.7,6769,413,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413_V_8,413 CID V 8 
,9058,1961_Plymouth_Valiant,1961_Plymouth_Valiant,1961,1961,,Plymouth,Valiant,Car,USA,Base,,,,,,,,,,,,,,3.7,3687,225,6,Inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225_Inline_6,225 CID Inline 6 
,9058,1961_Plymouth_Valiant,1961_Plymouth_Valiant,1961,1961,,Plymouth,Valiant,Car,USA,Base,,,,,,,,,,,,,,2.8,2786,170,6,Inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170_Inline_6,170 CID Inline 6 
,9058,1961_Plymouth_Valiant,1961_Plymouth_Valiant,1961,1961,,Plymouth,Valiant,Car,USA,200,,,,,,,,,,,,,,3.7,3687,225,6,Inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225_Inline_6,225 CID Inline 6 
,9058,1961_Plymouth_Valiant,1961_Plymouth_Valiant,1961,1961,,Plymouth,Valiant,Car,USA,200,,,,,,,,,,,,,,2.8,2786,170,6,Inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170_Inline_6,170 CID Inline 6 
,3984,1961_Plymouth_Suburban,1961_Plymouth_Suburban,1961,1961,,Plymouth,Suburban,Car,USA,Base,,,,,,,,,,,,,,6.3,6286,383,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383_V_8,383 CID V 8 
,3984,1961_Plymouth_Suburban,1961_Plymouth_Suburban,1961,1961,,Plymouth,Suburban,Car,USA,Base,,,,,,,,,,,,,,5.9,5917,361,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361_V_8,361 CID V 8 
,3984,1961_Plymouth_Suburban,1961_Plymouth_Suburban,1961,1961,,Plymouth,Suburban,Car,USA,Base,,,,,,,,,,,,,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,3984,1961_Plymouth_Suburban,1961_Plymouth_Suburban,1961,1961,,Plymouth,Suburban,Car,USA,Base,,,,,,,,,,,,,,3.7,3687,225,6,Inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225_Inline_6,225 CID Inline 6 
,3984,1961_Plymouth_Suburban,1961_Plymouth_Suburban,1961,1961,,Plymouth,Suburban,Car,USA,Base,,,,,,,,,,,,,,6.7,6769,413,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413_V_8,413 CID V 8 
,3984,1961_Plymouth_Suburban,1961_Plymouth_Suburban,1961,1961,,Plymouth,Suburban,Car,USA,Custom,,,,,,,,,,,,,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,,1976_Dodge_Royal Monaco,1976_Dodge_Royal Monaco_5.9L_4 Dr. Sedan_8,1976,1976,,Dodge,Royal Monaco,Car,CAN,Base,,,,,,,,,,,,4 Dr. Sedan,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1976_Dodge_Royal Monaco,1976_Dodge_Royal Monaco_5.9L_4 Dr. Wagon_8,1976,1976,,Dodge,Royal Monaco,Car,CAN,Base,,,,,,,,,,,,4 Dr. Wagon,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1976_Dodge_Royal Monaco,1976_Dodge_Royal Monaco_5.9L_2 Dr. Hardtop_8,1976,1976,,Dodge,Royal Monaco,Car,CAN,Base,,,,,,,,,,,,2 Dr. Hardtop,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1976_Dodge_Royal Monaco,1976_Dodge_Royal Monaco_6.6L_4 Dr. Sedan_8,1976,1976,,Dodge,Royal Monaco,Car,CAN,Base,,,,,,,,,,,,4 Dr. Sedan,,6.6,6556,400,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400_V_8,400 CID V 8 
,,1976_Dodge_Royal Monaco,1976_Dodge_Royal Monaco_6.6L_4 Dr. Wagon_8,1976,1976,,Dodge,Royal Monaco,Car,CAN,Base,,,,,,,,,,,,4 Dr. Wagon,,6.6,6556,400,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400_V_8,400 CID V 8 
,,1976_Dodge_Royal Monaco,1976_Dodge_Royal Monaco_6.6L_2 Dr. Hardtop_8,1976,1976,,Dodge,Royal Monaco,Car,CAN,Base,,,,,,,,,,,,2 Dr. Hardtop,,6.6,6556,400,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400_V_8,400 CID V 8 
,,1976_Dodge_Royal Monaco,1976_Dodge_Royal Monaco_7.2L_4 Dr. Sedan_8,1976,1976,,Dodge,Royal Monaco,Car,CAN,Base,,,,,,,,,,,,4 Dr. Sedan,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,,1976_Dodge_Royal Monaco,1976_Dodge_Royal Monaco_7.2L_4 Dr. Wagon_8,1976,1976,,Dodge,Royal Monaco,Car,CAN,Base,,,,,,,,,,,,4 Dr. Wagon,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,,1976_Dodge_Royal Monaco,1976_Dodge_Royal Monaco_7.2L_2 Dr. Hardtop_8,1976,1976,,Dodge,Royal Monaco,Car,CAN,Base,,,,,,,,,,,,2 Dr. Hardtop,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,,1976_Dodge_Royal Monaco,1976_Dodge_Royal Monaco_5.9L_4 Dr. Sedan_8,1976,1976,,Dodge,Royal Monaco,Car,CAN,Brougham,,,,,,,,,,,,4 Dr. Sedan,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1976_Dodge_Royal Monaco,1976_Dodge_Royal Monaco_5.9L_4 Dr. Wagon_8,1976,1976,,Dodge,Royal Monaco,Car,CAN,Brougham,,,,,,,,,,,,4 Dr. Wagon,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1976_Dodge_Royal Monaco,1976_Dodge_Royal Monaco_5.9L_2 Dr. Hardtop_8,1976,1976,,Dodge,Royal Monaco,Car,CAN,Brougham,,,,,,,,,,,,2 Dr. Hardtop,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1976_Dodge_Royal Monaco,1976_Dodge_Royal Monaco_7.2L_4 Dr. Sedan_8,1976,1976,,Dodge,Royal Monaco,Car,CAN,Brougham,,,,,,,,,,,,4 Dr. Sedan,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,,1976_Dodge_Royal Monaco,1976_Dodge_Royal Monaco_7.2L_4 Dr. Wagon_8,1976,1976,,Dodge,Royal Monaco,Car,CAN,Brougham,,,,,,,,,,,,4 Dr. Wagon,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,,1976_Dodge_Royal Monaco,1976_Dodge_Royal Monaco_7.2L_2 Dr. Hardtop_8,1976,1976,,Dodge,Royal Monaco,Car,CAN,Brougham,,,,,,,,,,,,2 Dr. Hardtop,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,,1976_Dodge_Royal Monaco,1976_Dodge_Royal Monaco_6.6L_4 Dr. Sedan_8,1976,1976,,Dodge,Royal Monaco,Car,CAN,Brougham,,,,,,,,,,,,4 Dr. Sedan,,6.6,6556,400,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400_V_8,400 CID V 8 
,,1976_Dodge_Royal Monaco,1976_Dodge_Royal Monaco_6.6L_4 Dr. Wagon_8,1976,1976,,Dodge,Royal Monaco,Car,CAN,Brougham,,,,,,,,,,,,4 Dr. Wagon,,6.6,6556,400,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400_V_8,400 CID V 8 
,,1976_Dodge_Royal Monaco,1976_Dodge_Royal Monaco_6.6L_2 Dr. Hardtop_8,1976,1976,,Dodge,Royal Monaco,Car,CAN,Brougham,,,,,,,,,,,,2 Dr. Hardtop,,6.6,6556,400,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400_V_8,400 CID V 8 
,3984,1961_Plymouth_Suburban,1961_Plymouth_Suburban,1961,1961,,Plymouth,Suburban,Car,USA,Custom,,,,,,,,,,,,,,5.9,,361,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361_V_8,361 CID V 8 
,3984,1961_Plymouth_Suburban,1961_Plymouth_Suburban,1961,1961,,Plymouth,Suburban,Car,USA,Custom,,,,,,,,,,,,,,6.3,,383,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383_V_8,383 CID V 8 
,3984,1961_Plymouth_Suburban,1961_Plymouth_Suburban,1961,1961,,Plymouth,Suburban,Car,USA,Custom,,,,,,,,,,,,,,3.7,3687,225,6,Inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225_Inline_6,225 CID Inline 6 
,3984,1961_Plymouth_Suburban,1961_Plymouth_Suburban,1961,1961,,Plymouth,Suburban,Car,USA,Deluxe,,,,,,,,,,,,,,3.7,3687,225,6,Inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225_Inline_6,225 CID Inline 6 
,3984,1961_Plymouth_Suburban,1961_Plymouth_Suburban,1961,1961,,Plymouth,Suburban,Car,USA,Sport,,,,,,,,,,,,,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,3984,1961_Plymouth_Suburban,1961_Plymouth_Suburban,1961,1961,,Plymouth,Suburban,Car,USA,Sport,,,,,,,,,,,,,,6.3,,383,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383_V_8,383 CID V 8 
,3984,1961_Plymouth_Suburban,1961_Plymouth_Suburban,1961,1961,,Plymouth,Suburban,Car,USA,Sport,,,,,,,,,,,,,,5.9,,361,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361_V_8,361 CID V 8 
,3984,,1961_Plymouth_Sport Wagon,1961,1961,,Plymouth,Sport Wagon,Car,USA,Base,,,,,,,,,,,,,,6.7,6769,413,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413_V_8,413 CID V 8 
,,1976_Dodge_Ramcharger,1976_Dodge_Ramcharger_3.7L_2 Dr. Sport Utility_6,1976,1976,,Dodge,Ramcharger,Truck,CAN,Base,,,,,,,,,,,,2 Dr. Sport Utility,,3.7,3687,225,6,Inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225_Inline_6,225 CID Inline 6 
,,1976_Dodge_Ramcharger,1976_Dodge_Ramcharger_5.9L_2 Dr. Sport Utility_8,1976,1976,,Dodge,Ramcharger,Truck,CAN,Base,,,,,,,,,,,,2 Dr. Sport Utility,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1976_Dodge_Ramcharger,1976_Dodge_Ramcharger_7.2L_2 Dr. Sport Utility_8,1976,1976,,Dodge,Ramcharger,Truck,CAN,Base,,,,,,,,,,,,2 Dr. Sport Utility,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,,1976_Dodge_Ramcharger,1976_Dodge_Ramcharger_5.2L_2 Dr. Sport Utility_8,1976,1976,,Dodge,Ramcharger,Truck,CAN,Base,,,,,,,,,,,,2 Dr. Sport Utility,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,,1976_Dodge_Ramcharger,1976_Dodge_Ramcharger_7.2L_2 Dr. Sport Utility_8,1976,1976,,Dodge,Ramcharger,Truck,CAN,SE,,,,,,,,,,,,2 Dr. Sport Utility,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,,1976_Dodge_Ramcharger,1976_Dodge_Ramcharger_5.2L_2 Dr. Sport Utility_8,1976,1976,,Dodge,Ramcharger,Truck,CAN,SE,,,,,,,,,,,,2 Dr. Sport Utility,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,,1976_Dodge_Ramcharger,1976_Dodge_Ramcharger_5.9L_2 Dr. Sport Utility_8,1976,1976,,Dodge,Ramcharger,Truck,CAN,SE,,,,,,,,,,,,2 Dr. Sport Utility,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1976_Dodge_Ramcharger,1976_Dodge_Ramcharger_3.7L_2 Dr. Sport Utility_6,1976,1976,,Dodge,Ramcharger,Truck,CAN,SE,,,,,,,,,,,,2 Dr. Sport Utility,,3.7,3687,225,6,Inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225_Inline_6,225 CID Inline 6 
,3984,,1961_Plymouth_Sport Wagon,1961,1961,,Plymouth,Sport Wagon,Car,USA,Base,,,,,,,,,,,,,,6.3,6286,383,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383_V_8,383 CID V 8 
,3984,,1961_Plymouth_Sport Wagon,1961,1961,,Plymouth,Sport Wagon,Car,USA,Base,,,,,,,,,,,,,,5.9,5917,361,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361_V_8,361 CID V 8 
,3984,,1961_Plymouth_Sport Wagon,1961,1961,,Plymouth,Sport Wagon,Car,USA,Base,,,,,,,,,,,,,,3.7,3687,225,6,Inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225_Inline_6,225 CID Inline 6 
,3984,,1961_Plymouth_Sport Wagon,1961,1961,,Plymouth,Sport Wagon,Car,USA,Base,,,,,,,,,,,,,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,3984,1961_Plymouth_Savoy,1961_Plymouth_Savoy,1961,1961,,Plymouth,Savoy,Car,USA,Base,,,,,,,,,,,,,,5.9,5917,361,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361_V_8,361 CID V 8 
,3984,1961_Plymouth_Savoy,1961_Plymouth_Savoy,1961,1961,,Plymouth,Savoy,Car,USA,Base,,,,,,,,,,,,,,6.7,6769,413,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413_V_8,413 CID V 8 
,3984,1961_Plymouth_Savoy,1961_Plymouth_Savoy,1961,1961,,Plymouth,Savoy,Car,USA,Base,,,,,,,,,,,,,,6.3,6286,383,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383_V_8,383 CID V 8 
,3984,1961_Plymouth_Savoy,1961_Plymouth_Savoy,1961,1961,,Plymouth,Savoy,Car,USA,Base,,,,,,,,,,,,,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,3984,1961_Plymouth_Savoy,1961_Plymouth_Savoy,1961,1961,,Plymouth,Savoy,Car,USA,Base,,,,,,,,,,,,,,3.7,3687,225,6,Inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225_Inline_6,225 CID Inline 6 
,3984,1961_Plymouth_Savoy,1961_Plymouth_Savoy,1961,1961,,Plymouth,Savoy,Car,USA,Deluxe,,,,,,,,,,,,,,6.8,,413,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413_V_8,413 CID V 8 
,3984,1961_Plymouth_Savoy,1961_Plymouth_Savoy,1961,1961,,Plymouth,Savoy,Car,USA,Deluxe,,,,,,,,,,,,,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,3984,1961_Plymouth_Savoy,1961_Plymouth_Savoy,1961,1961,,Plymouth,Savoy,Car,USA,Deluxe,,,,,,,,,,,,,,6.3,,383,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383_V_8,383 CID V 8 
,3984,1961_Plymouth_Savoy,1961_Plymouth_Savoy,1961,1961,,Plymouth,Savoy,Car,USA,Deluxe,,,,,,,,,,,,,,5.9,,361,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361_V_8,361 CID V 8 
,3984,1961_Plymouth_Savoy,1961_Plymouth_Savoy,1961,1961,,Plymouth,Savoy,Car,USA,Deluxe,,,,,,,,,,,,,,3.7,3687,225,6,Inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225_Inline_6,225 CID Inline 6 
,3984,1961_Plymouth_Fury,1961_Plymouth_Fury,1961,1961,,Plymouth,Fury,Car,USA,Base,,,,,,,,,,,,,,6.3,6286,383,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383_V_8,383 CID V 8 
,3984,1961_Plymouth_Fury,1961_Plymouth_Fury,1961,1961,,Plymouth,Fury,Car,USA,Base,,,,,,,,,,,,,,6.7,6769,413,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413_V_8,413 CID V 8 
,3984,1961_Plymouth_Fury,1961_Plymouth_Fury,1961,1961,,Plymouth,Fury,Car,USA,Base,,,,,,,,,,,,,,5.9,5917,361,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361_V_8,361 CID V 8 
,3984,1961_Plymouth_Fury,1961_Plymouth_Fury,1961,1961,,Plymouth,Fury,Car,USA,Base,,,,,,,,,,,,,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,3984,1961_Plymouth_Fury,1961_Plymouth_Fury,1961,1961,,Plymouth,Fury,Car,USA,Base,,,,,,,,,,,,,,3.7,3687,225,6,Inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225_Inline_6,225 CID Inline 6 
,3984,,1961_Plymouth_Fleet Special,1961,1961,,Plymouth,Fleet Special,Car,USA,Base,,,,,,,,,,,,,,5.9,5917,361,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361_V_8,361 CID V 8 
,3984,,1961_Plymouth_Fleet Special,1961,1961,,Plymouth,Fleet Special,Car,USA,Base,,,,,,,,,,,,,,6.3,6286,383,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383_V_8,383 CID V 8 
,3984,,1961_Plymouth_Fleet Special,1961,1961,,Plymouth,Fleet Special,Car,USA,Base,,,,,,,,,,,,,,6.7,6769,413,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413_V_8,413 CID V 8 
,3984,,1961_Plymouth_Fleet Special,1961,1961,,Plymouth,Fleet Special,Car,USA,Base,,,,,,,,,,,,,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,3984,,1961_Plymouth_Fleet Special,1961,1961,,Plymouth,Fleet Special,Car,USA,Base,,,,,,,,,,,,,,3.7,3687,225,6,Inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225_Inline_6,225 CID Inline 6 
,3984,,1961_Plymouth_Custom,1961,1961,,Plymouth,Custom,Car,USA,Base,,,,,,,,,,,,,,6.7,6769,413,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413_V_8,413 CID V 8 
,3984,,1961_Plymouth_Custom,1961,1961,,Plymouth,Custom,Car,USA,Base,,,,,,,,,,,,,,3.7,3687,225,6,Inline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225_Inline_6,225 CID Inline 6 
,3984,,1961_Plymouth_Custom,1961,1961,,Plymouth,Custom,Car,USA,Base,,,,,,,,,,,,,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,3984,,1961_Plymouth_Custom,1961,1961,,Plymouth,Custom,Car,USA,Base,,,,,,,,,,,,,,5.9,5917,361,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361_V_8,361 CID V 8 
,3984,,1961_Plymouth_Custom,1961,1961,,Plymouth,Custom,Car,USA,Base,,,,,,,,,,,,,,6.3,6286,383,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383_V_8,383 CID V 8 
,3984,1961_Plymouth_Belvedere,1961_Plymouth_Belvedere,1961,1961,,Plymouth,Belvedere,Car,USA,Base,,,,,,,,,,,,,,6.3,6286,383,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383_V_8,383 CID V 8 
,3984,1961_Plymouth_Belvedere,1961_Plymouth_Belvedere,1961,1961,,Plymouth,Belvedere,Car,USA,Base,,,,,,,,,,,,,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,3984,1961_Plymouth_Belvedere,1961_Plymouth_Belvedere,1961,1961,,Plymouth,Belvedere,Car,USA,Base,,,,,,,,,,,,,,6.7,6769,413,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413_V_8,413 CID V 8 
,,1976_Dodge_Monaco,1976_Dodge_Monaco_5.9L_4 Dr. Sedan_8,1976,1976,,Dodge,Monaco,Car,CAN,Base,,,,,,,,,,,,4 Dr. Sedan,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1976_Dodge_Monaco,1976_Dodge_Monaco_5.9L_4 Dr. Wagon_8,1976,1976,,Dodge,Monaco,Car,CAN,Base,,,,,,,,,,,,4 Dr. Wagon,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1976_Dodge_Monaco,1976_Dodge_Monaco_7.2L_4 Dr. Sedan_8,1976,1976,,Dodge,Monaco,Car,CAN,Base,,,,,,,,,,,,4 Dr. Sedan,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,,1976_Dodge_Monaco,1976_Dodge_Monaco_7.2L_4 Dr. Wagon_8,1976,1976,,Dodge,Monaco,Car,CAN,Base,,,,,,,,,,,,4 Dr. Wagon,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,,1976_Dodge_Monaco,1976_Dodge_Monaco_5.2L_4 Dr. Sedan_8,1976,1976,,Dodge,Monaco,Car,CAN,Base,,,,,,,,,,,,4 Dr. Sedan,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,,1976_Dodge_Monaco,1976_Dodge_Monaco_5.2L_4 Dr. Wagon_8,1976,1976,,Dodge,Monaco,Car,CAN,Base,,,,,,,,,,,,4 Dr. Wagon,,5.2,5211,318,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318_V_8,318 CID V 8 
,,1976_Dodge_Monaco,1976_Dodge_Monaco_6.6L_4 Dr. Sedan_8,1976,1976,,Dodge,Monaco,Car,CAN,Base,,,,,,,,,,,,4 Dr. Sedan,,6.6,6556,400,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400_V_8,400 CID V 8 
,,1976_Dodge_Monaco,1976_Dodge_Monaco_6.6L_4 Dr. Wagon_8,1976,1976,,Dodge,Monaco,Car,CAN,Base,,,,,,,,,,,,4 Dr. Wagon,,6.6,6556,400,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400_V_8,400 CID V 8 
,,1976_Dodge_Monaco,1976_Dodge_Monaco_7.2L_4 Dr. Sedan_8,1976,1976,,Dodge,Monaco,Car,CAN,Royal,,,,,,,,,,,,4 Dr. Sedan,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,,1976_Dodge_Monaco,1976_Dodge_Monaco_7.2L_4 Dr. Wagon_8,1976,1976,,Dodge,Monaco,Car,CAN,Royal,,,,,,,,,,,,4 Dr. Wagon,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,,1976_Dodge_Monaco,1976_Dodge_Monaco_7.2L_2 Dr. Hardtop_8,1976,1976,,Dodge,Monaco,Car,CAN,Royal,,,,,,,,,,,,2 Dr. Hardtop,,7.2,7211,440,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440_V_8,440 CID V 8 
,,1976_Dodge_Monaco,1976_Dodge_Monaco_6.6L_4 Dr. Sedan_8,1976,1976,,Dodge,Monaco,Car,CAN,Royal,,,,,,,,,,,,4 Dr. Sedan,,6.6,6556,400,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400_V_8,400 CID V 8 
,,1976_Dodge_Monaco,1976_Dodge_Monaco_6.6L_4 Dr. Wagon_8,1976,1976,,Dodge,Monaco,Car,CAN,Royal,,,,,,,,,,,,4 Dr. Wagon,,6.6,6556,400,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400_V_8,400 CID V 8 
,,1976_Dodge_Monaco,1976_Dodge_Monaco_6.6L_2 Dr. Hardtop_8,1976,1976,,Dodge,Monaco,Car,CAN,Royal,,,,,,,,,,,,2 Dr. Hardtop,,6.6,6556,400,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400_V_8,400 CID V 8 
,,1976_Dodge_Monaco,1976_Dodge_Monaco_5.9L_4 Dr. Sedan_8,1976,1976,,Dodge,Monaco,Car,CAN,Royal,,,,,,,,,,,,4 Dr. Sedan,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1976_Dodge_Monaco,1976_Dodge_Monaco_5.9L_4 Dr. Wagon_8,1976,1976,,Dodge,Monaco,Car,CAN,Royal,,,,,,,,,,,,4 Dr. Wagon,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
,,1976_Dodge_Monaco,1976_Dodge_Monaco_5.9L_2 Dr. Hardtop_8,1976,1976,,Dodge,Monaco,Car,CAN,Royal,,,,,,,,,,,,2 Dr. Hardtop,,5.9,,360,8,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360_V_8,360 CID V 8 
